t [s],P [Pa],T [K],M_liq [kg],mdot [kg/s],V_gas [m^3]
0.000000e+00,5.000000e+06,2.931500e+02,3.518932e+01,1.248059e+00,4.980000e-03
5.000000e-02,4.921453e+06,2.931500e+02,3.512692e+01,1.238044e+00,5.059481e-03
1.000000e-01,4.845937e+06,2.931500e+02,3.506502e+01,1.228339e+00,5.138325e-03
1.500000e-01,4.773269e+06,2.931500e+02,3.500360e+01,1.218927e+00,5.216551e-03
2.000000e-01,4.703281e+06,2.931500e+02,3.494266e+01,1.209792e+00,5.294177e-03
2.500000e-01,4.635817e+06,2.931500e+02,3.488217e+01,1.200922e+00,5.371222e-03
3.000000e-01,4.570735e+06,2.931500e+02,3.482212e+01,1.192302e+00,5.447701e-03
3.500000e-01,4.507904e+06,2.931500e+02,3.476251e+01,1.183920e+00,5.523632e-03
4.000000e-01,4.447200e+06,2.931500e+02,3.470331e+01,1.175766e+00,5.599029e-03
4.500000e-01,4.388511e+06,2.931500e+02,3.464452e+01,1.167828e+00,5.673906e-03
5.000000e-01,4.331732e+06,2.931500e+02,3.458613e+01,1.160097e+00,5.748278e-03
5.500000e-01,4.276765e+06,2.931500e+02,3.452813e+01,1.152563e+00,5.822158e-03
6.000000e-01,4.223519e+06,2.931500e+02,3.447050e+01,1.145218e+00,5.895558e-03
6.500000e-01,4.171909e+06,2.931500e+02,3.441324e+01,1.138053e+00,5.968490e-03
7.000000e-01,4.121857e+06,2.931500e+02,3.435633e+01,1.131062e+00,6.040966e-03
7.500000e-01,4.073289e+06,2.931500e+02,3.429978e+01,1.124235e+00,6.112997e-03
8.000000e-01,4.026134e+06,2.931500e+02,3.424357e+01,1.117568e+00,6.184593e-03
8.500000e-01,3.980329e+06,2.931500e+02,3.418769e+01,1.111053e+00,6.255764e-03
9.000000e-01,3.935813e+06,2.931500e+02,3.413214e+01,1.104685e+00,6.326520e-03
9.500000e-01,3.892528e+06,2.931500e+02,3.407690e+01,1.098457e+00,6.396871e-03
1.000000e+00,3.850421e+06,2.931500e+02,3.402198e+01,1.092365e+00,6.466825e-03
1.050000e+00,3.809441e+06,2.931500e+02,3.396736e+01,1.086403e+00,6.536392e-03
1.100000e+00,3.769541e+06,2.931500e+02,3.391304e+01,1.080567e+00,6.605578e-03
1.150000e+00,3.730676e+06,2.931500e+02,3.385901e+01,1.074851e+00,6.674393e-03
1.200000e+00,3.692804e+06,2.931500e+02,3.380527e+01,1.069252e+00,6.742844e-03
1.250000e+00,3.655884e+06,2.931500e+02,3.375181e+01,1.063766e+00,6.810939e-03
1.300000e+00,3.619879e+06,2.931500e+02,3.369862e+01,1.058388e+00,6.878684e-03
1.350000e+00,3.584753e+06,2.931500e+02,3.364570e+01,1.053115e+00,6.946086e-03
1.400000e+00,3.550472e+06,2.931500e+02,3.359304e+01,1.047943e+00,7.013153e-03
1.450000e+00,3.517004e+06,2.931500e+02,3.354065e+01,1.042869e+00,7.079890e-03
1.500000e+00,3.484319e+06,2.931500e+02,3.348850e+01,1.037890e+00,7.146304e-03
1.550000e+00,3.452387e+06,2.931500e+02,3.343661e+01,1.033003e+00,7.212401e-03
1.600000e+00,3.421182e+06,2.931500e+02,3.338496e+01,1.028204e+00,7.278187e-03
1.650000e+00,3.390676e+06,2.931500e+02,3.333355e+01,1.023491e+00,7.343667e-03
1.700000e+00,3.360847e+06,2.931500e+02,3.328237e+01,1.018861e+00,7.408847e-03
1.750000e+00,3.331669e+06,2.931500e+02,3.323143e+01,1.014312e+00,7.473733e-03
1.800000e+00,3.303120e+06,2.931500e+02,3.318072e+01,1.009842e+00,7.538328e-03
1.850000e+00,3.275178e+06,2.931500e+02,3.313022e+01,1.005447e+00,7.602639e-03
1.900000e+00,3.247825e+06,2.931500e+02,3.307995e+01,1.001126e+00,7.666670e-03
1.950000e+00,3.221039e+06,2.931500e+02,3.302990e+01,9.968765e-01,7.730426e-03
2.000000e+00,3.194802e+06,2.931500e+02,3.298005e+01,9.926965e-01,7.793911e-03
2.050000e+00,3.169096e+06,2.931500e+02,3.293042e+01,9.885840e-01,7.857130e-03
2.100000e+00,3.143905e+06,2.931500e+02,3.288099e+01,9.845371e-01,7.920087e-03
2.150000e+00,3.119212e+06,2.931500e+02,3.283176e+01,9.805540e-01,7.982786e-03
2.200000e+00,3.095001e+06,2.931500e+02,3.278273e+01,9.766329e-01,8.045232e-03
2.250000e+00,3.071258e+06,2.931500e+02,3.273390e+01,9.727722e-01,8.107428e-03
2.300000e+00,3.047968e+06,2.931500e+02,3.268526e+01,9.689703e-01,8.169378e-03
2.350000e+00,3.025117e+06,2.931500e+02,3.263681e+01,9.652256e-01,8.231086e-03
2.400000e+00,3.002693e+06,2.931500e+02,3.258855e+01,9.615366e-01,8.292556e-03
2.450000e+00,2.980683e+06,2.931500e+02,3.254048e+01,9.579018e-01,8.353790e-03
2.500000e+00,2.959074e+06,2.931500e+02,3.249258e+01,9.543199e-01,8.414793e-03
2.550000e+00,2.937856e+06,2.931500e+02,3.244487e+01,9.507896e-01,8.475568e-03
2.600000e+00,2.917017e+06,2.931500e+02,3.239733e+01,9.473095e-01,8.536118e-03
2.650000e+00,2.896546e+06,2.931500e+02,3.234996e+01,9.438783e-01,8.596447e-03
2.700000e+00,2.876432e+06,2.931500e+02,3.230277e+01,9.404950e-01,8.656557e-03
2.750000e+00,2.856667e+06,2.931500e+02,3.225574e+01,9.371584e-01,8.716452e-03
2.800000e+00,2.837240e+06,2.931500e+02,3.220888e+01,9.338672e-01,8.776134e-03
2.850000e+00,2.818143e+06,2.931500e+02,3.216219e+01,9.306205e-01,8.835606e-03
2.900000e+00,2.799366e+06,2.931500e+02,3.211566e+01,9.274172e-01,8.894872e-03
2.950000e+00,2.780901e+06,2.931500e+02,3.206929e+01,9.242563e-01,8.953934e-03
3.000000e+00,2.762739e+06,2.931500e+02,3.202308e+01,9.211368e-01,9.012794e-03
3.050000e+00,2.744874e+06,2.931500e+02,3.197702e+01,9.180578e-01,9.071456e-03
3.100000e+00,2.727296e+06,2.931500e+02,3.193112e+01,9.150183e-01,9.129921e-03
3.150000e+00,2.710000e+06,2.931500e+02,3.188536e+01,9.120174e-01,9.188194e-03
3.200000e+00,2.692976e+06,2.931500e+02,3.183976e+01,9.090544e-01,9.246275e-03
3.250000e+00,2.676220e+06,2.931500e+02,3.179431e+01,9.061284e-01,9.304167e-03
3.300000e+00,2.659724e+06,2.931500e+02,3.174900e+01,9.032385e-01,9.361873e-03
3.350000e+00,2.643482e+06,2.931500e+02,3.170384e+01,9.003840e-01,9.419395e-03
3.400000e+00,2.627487e+06,2.931500e+02,3.165882e+01,8.975642e-01,9.476735e-03
3.450000e+00,2.611734e+06,2.931500e+02,3.161395e+01,8.947782e-01,9.533895e-03
3.500000e+00,2.596217e+06,2.931500e+02,3.156921e+01,8.920255e-01,9.590879e-03
3.550000e+00,2.580930e+06,2.931500e+02,3.152461e+01,8.893052e-01,9.647686e-03
3.600000e+00,2.565867e+06,2.931500e+02,3.148014e+01,8.866168e-01,9.704321e-03
3.650000e+00,2.551024e+06,2.931500e+02,3.143581e+01,8.839596e-01,9.760784e-03
3.700000e+00,2.536396e+06,2.931500e+02,3.139161e+01,8.813329e-01,9.817079e-03
3.750000e+00,2.521977e+06,2.931500e+02,3.134754e+01,8.787362e-01,9.873205e-03
3.800000e+00,2.507763e+06,2.931500e+02,3.130361e+01,8.761688e-01,9.929167e-03
3.850000e+00,2.493749e+06,2.931500e+02,3.125980e+01,8.736302e-01,9.984965e-03
3.900000e+00,2.479931e+06,2.931500e+02,3.121612e+01,8.711198e-01,1.004060e-02
3.950000e+00,2.466304e+06,2.931500e+02,3.117256e+01,8.686371e-01,1.009608e-02
4.000000e+00,2.452865e+06,2.931500e+02,3.112913e+01,8.661814e-01,1.015140e-02
4.050000e+00,2.439608e+06,2.931500e+02,3.108582e+01,8.637524e-01,1.020656e-02
4.100000e+00,2.426530e+06,2.931500e+02,3.104263e+01,8.613495e-01,1.026157e-02
4.150000e+00,2.413628e+06,2.931500e+02,3.099957e+01,8.589722e-01,1.031642e-02
4.200000e+00,2.400897e+06,2.931500e+02,3.095662e+01,8.566200e-01,1.037112e-02
4.250000e+00,2.388334e+06,2.931500e+02,3.091379e+01,8.542926e-01,1.042568e-02
4.300000e+00,2.375936e+06,2.931500e+02,3.087107e+01,8.519893e-01,1.048008e-02
4.350000e+00,2.363698e+06,2.931500e+02,3.082847e+01,8.497098e-01,1.053434e-02
4.400000e+00,2.351619e+06,2.931500e+02,3.078599e+01,8.474537e-01,1.058845e-02
4.450000e+00,2.339693e+06,2.931500e+02,3.074361e+01,8.452205e-01,1.064242e-02
4.500000e+00,2.327919e+06,2.931500e+02,3.070135e+01,8.430098e-01,1.069625e-02
4.550000e+00,2.316293e+06,2.931500e+02,3.065920e+01,8.408213e-01,1.074993e-02
4.600000e+00,2.304813e+06,2.931500e+02,3.061716e+01,8.386545e-01,1.080348e-02
4.650000e+00,2.293474e+06,2.931500e+02,3.057523e+01,8.365091e-01,1.085689e-02
4.700000e+00,2.282276e+06,2.931500e+02,3.053340e+01,8.343847e-01,1.091016e-02
4.750000e+00,2.271214e+06,2.931500e+02,3.049168e+01,8.322809e-01,1.096330e-02
4.800000e+00,2.260287e+06,2.931500e+02,3.045007e+01,8.301974e-01,1.101630e-02
4.850000e+00,2.249491e+06,2.931500e+02,3.040856e+01,8.281338e-01,1.106917e-02
4.900000e+00,2.238824e+06,2.931500e+02,3.036715e+01,8.260899e-01,1.112191e-02
4.950000e+00,2.228284e+06,2.931500e+02,3.032585e+01,8.240652e-01,1.117452e-02
5.000000e+00,2.217868e+06,2.931500e+02,3.028465e+01,8.220596e-01,1.122700e-02
5.050000e+00,2.207574e+06,2.931500e+02,3.024354e+01,8.200725e-01,1.127935e-02
5.100000e+00,2.197399e+06,2.931500e+02,3.020254e+01,8.181039e-01,1.133158e-02
5.150000e+00,2.187342e+06,2.931500e+02,3.016163e+01,8.161532e-01,1.138368e-02
5.200000e+00,2.177401e+06,2.931500e+02,3.012083e+01,8.142204e-01,1.143565e-02
5.250000e+00,2.167572e+06,2.931500e+02,3.008012e+01,8.123050e-01,1.148751e-02
5.300000e+00,2.157855e+06,2.931500e+02,3.003950e+01,8.104069e-01,1.153924e-02
5.350000e+00,2.148247e+06,2.931500e+02,2.999898e+01,8.085257e-01,1.159085e-02
5.400000e+00,2.138746e+06,2.931500e+02,2.995855e+01,8.066611e-01,1.164234e-02
5.450000e+00,2.129350e+06,2.931500e+02,2.991822e+01,8.048130e-01,1.169371e-02
5.500000e+00,2.120058e+06,2.931500e+02,2.987798e+01,8.029810e-01,1.174496e-02
5.550000e+00,2.110867e+06,2.931500e+02,2.983783e+01,8.011650e-01,1.179610e-02
5.600000e+00,2.101776e+06,2.931500e+02,2.979777e+01,7.993646e-01,1.184712e-02
5.650000e+00,2.092784e+06,2.931500e+02,2.975780e+01,7.975797e-01,1.189803e-02
5.700000e+00,2.083887e+06,2.931500e+02,2.971793e+01,7.958099e-01,1.194882e-02
5.750000e+00,2.075086e+06,2.931500e+02,2.967813e+01,7.940552e-01,1.199950e-02
5.800000e+00,2.066378e+06,2.931500e+02,2.963843e+01,7.923152e-01,1.205007e-02
5.850000e+00,2.057761e+06,2.931500e+02,2.959882e+01,7.905897e-01,1.210053e-02
5.900000e+00,2.049235e+06,2.931500e+02,2.955929e+01,7.888786e-01,1.215088e-02
5.950000e+00,2.040797e+06,2.931500e+02,2.951984e+01,7.871816e-01,1.220112e-02
6.000000e+00,2.032446e+06,2.931500e+02,2.948048e+01,7.854985e-01,1.225125e-02
6.050000e+00,2.024181e+06,2.931500e+02,2.944121e+01,7.838291e-01,1.230127e-02
6.100000e+00,2.016000e+06,2.931500e+02,2.940202e+01,7.821732e-01,1.235119e-02
6.150000e+00,2.007903e+06,2.931500e+02,2.936291e+01,7.805307e-01,1.240100e-02
6.200000e+00,1.999886e+06,2.931500e+02,2.932388e+01,7.789013e-01,1.245071e-02
6.250000e+00,1.991950e+06,2.931500e+02,2.928494e+01,7.772848e-01,1.250031e-02
6.300000e+00,1.984093e+06,2.931500e+02,2.924607e+01,7.756811e-01,1.254981e-02
6.350000e+00,1.976314e+06,2.931500e+02,2.920729e+01,7.740901e-01,1.259921e-02
6.400000e+00,1.968612e+06,2.931500e+02,2.916858e+01,7.725114e-01,1.264851e-02
6.450000e+00,1.960984e+06,2.931500e+02,2.912996e+01,7.709450e-01,1.269770e-02
6.500000e+00,1.953431e+06,2.931500e+02,2.909141e+01,7.693907e-01,1.274680e-02
6.550000e+00,1.945951e+06,2.931500e+02,2.905294e+01,7.678483e-01,1.279580e-02
6.600000e+00,1.938543e+06,2.931500e+02,2.901455e+01,7.663177e-01,1.284470e-02
6.650000e+00,1.931205e+06,2.931500e+02,2.897623e+01,7.647987e-01,1.289350e-02
6.700000e+00,1.923938e+06,2.931500e+02,2.893799e+01,7.632911e-01,1.294221e-02
6.750000e+00,1.916739e+06,2.931500e+02,2.889983e+01,7.617948e-01,1.299082e-02
6.800000e+00,1.909607e+06,2.931500e+02,2.886174e+01,7.603097e-01,1.303933e-02
6.850000e+00,1.902542e+06,2.931500e+02,2.882372e+01,7.588356e-01,1.308775e-02
6.900000e+00,1.895543e+06,2.931500e+02,2.878578e+01,7.573724e-01,1.313608e-02
6.950000e+00,1.888609e+06,2.931500e+02,2.874791e+01,7.559199e-01,1.318431e-02
7.000000e+00,1.881738e+06,2.931500e+02,2.871012e+01,7.544780e-01,1.323245e-02
7.050000e+00,1.874930e+06,2.931500e+02,2.867239e+01,7.530465e-01,1.328050e-02
7.100000e+00,1.868184e+06,2.931500e+02,2.863474e+01,7.516253e-01,1.332845e-02
7.150000e+00,1.861498e+06,2.931500e+02,2.859716e+01,7.502144e-01,1.337632e-02
7.200000e+00,1.854873e+06,2.931500e+02,2.855965e+01,7.488134e-01,1.342410e-02
7.250000e+00,1.848307e+06,2.931500e+02,2.852221e+01,7.474225e-01,1.347178e-02
7.300000e+00,1.841800e+06,2.931500e+02,2.848484e+01,7.460413e-01,1.351938e-02
7.350000e+00,1.835350e+06,2.931500e+02,2.844754e+01,7.446698e-01,1.356689e-02
7.400000e+00,1.828957e+06,2.931500e+02,2.841030e+01,7.433079e-01,1.361432e-02
7.450000e+00,1.822620e+06,2.931500e+02,2.837314e+01,7.419555e-01,1.366165e-02
7.500000e+00,1.816338e+06,2.931500e+02,2.833604e+01,7.406124e-01,1.370891e-02
7.550000e+00,1.810110e+06,2.931500e+02,2.829901e+01,7.392785e-01,1.375607e-02
7.600000e+00,1.803936e+06,2.931500e+02,2.826204e+01,7.379537e-01,1.380315e-02
7.650000e+00,1.797815e+06,2.931500e+02,2.822515e+01,7.366379e-01,1.385015e-02
7.700000e+00,1.791746e+06,2.931500e+02,2.818831e+01,7.353310e-01,1.389706e-02
7.750000e+00,1.785729e+06,2.931500e+02,2.815155e+01,7.340330e-01,1.394389e-02
7.800000e+00,1.779762e+06,2.931500e+02,2.811485e+01,7.327436e-01,1.399063e-02
7.850000e+00,1.773846e+06,2.931500e+02,2.807821e+01,7.314627e-01,1.403730e-02
7.900000e+00,1.767979e+06,2.931500e+02,2.804164e+01,7.301904e-01,1.408388e-02
7.950000e+00,1.762160e+06,2.931500e+02,2.800513e+01,7.289265e-01,1.413038e-02
8.000000e+00,1.756390e+06,2.931500e+02,2.796868e+01,7.276708e-01,1.417680e-02
8.050000e+00,1.750668e+06,2.931500e+02,2.793230e+01,7.264234e-01,1.422314e-02
8.100000e+00,1.744992e+06,2.931500e+02,2.789598e+01,7.251840e-01,1.426941e-02
8.150000e+00,1.739363e+06,2.931500e+02,2.785972e+01,7.239527e-01,1.431559e-02
8.200000e+00,1.733779e+06,2.931500e+02,2.782352e+01,7.227293e-01,1.436169e-02
8.250000e+00,1.728240e+06,2.931500e+02,2.778738e+01,7.215137e-01,1.440772e-02
8.300000e+00,1.722746e+06,2.931500e+02,2.775131e+01,7.203058e-01,1.445367e-02
8.350000e+00,1.717296e+06,2.931500e+02,2.771529e+01,7.191056e-01,1.449954e-02
8.400000e+00,1.711889e+06,2.931500e+02,2.767934e+01,7.179129e-01,1.454534e-02
8.450000e+00,1.706525e+06,2.931500e+02,2.764344e+01,7.167278e-01,1.459106e-02
8.500000e+00,1.701203e+06,2.931500e+02,2.760760e+01,7.155500e-01,1.463670e-02
8.550000e+00,1.695923e+06,2.931500e+02,2.757183e+01,7.143796e-01,1.468227e-02
8.600000e+00,1.690684e+06,2.931500e+02,2.753611e+01,7.132164e-01,1.472776e-02
8.650000e+00,1.685486e+06,2.931500e+02,2.750045e+01,7.120604e-01,1.477318e-02
8.700000e+00,1.680329e+06,2.931500e+02,2.746484e+01,7.109115e-01,1.481853e-02
8.750000e+00,1.675210e+06,2.931500e+02,2.742930e+01,7.097695e-01,1.486380e-02
8.800000e+00,1.670132e+06,2.931500e+02,2.739381e+01,7.086345e-01,1.490901e-02
8.850000e+00,1.665091e+06,2.931500e+02,2.735838e+01,7.075064e-01,1.495413e-02
8.900000e+00,1.660090e+06,2.931500e+02,2.732300e+01,7.063850e-01,1.499919e-02
8.950000e+00,1.655125e+06,2.931500e+02,2.728768e+01,7.052704e-01,1.504418e-02
9.000000e+00,1.650199e+06,2.931500e+02,2.725242e+01,7.041624e-01,1.508909e-02
9.050000e+00,1.645309e+06,2.931500e+02,2.721721e+01,7.030610e-01,1.513394e-02
9.100000e+00,1.640456e+06,2.931500e+02,2.718206e+01,7.019661e-01,1.517871e-02
9.150000e+00,1.635638e+06,2.931500e+02,2.714696e+01,7.008776e-01,1.522341e-02
9.200000e+00,1.630857e+06,2.931500e+02,2.711192e+01,6.997955e-01,1.526805e-02
9.250000e+00,1.626110e+06,2.931500e+02,2.707693e+01,6.987197e-01,1.531261e-02
9.300000e+00,1.621399e+06,2.931500e+02,2.704199e+01,6.976502e-01,1.535711e-02
9.350000e+00,1.616721e+06,2.931500e+02,2.700711e+01,6.965868e-01,1.540154e-02
9.400000e+00,1.612078e+06,2.931500e+02,2.697228e+01,6.955296e-01,1.544590e-02
9.450000e+00,1.607468e+06,2.931500e+02,2.693750e+01,6.944784e-01,1.549020e-02
9.500000e+00,1.602892e+06,2.931500e+02,2.690278e+01,6.934332e-01,1.553442e-02
9.550000e+00,1.598348e+06,2.931500e+02,2.686811e+01,6.923939e-01,1.557858e-02
9.600000e+00,1.593837e+06,2.931500e+02,2.683349e+01,6.913605e-01,1.562268e-02
9.650000e+00,1.589358e+06,2.931500e+02,2.679892e+01,6.903329e-01,1.566671e-02
9.700000e+00,1.584910e+06,2.931500e+02,2.676440e+01,6.893111e-01,1.571067e-02
9.750000e+00,1.580494e+06,2.931500e+02,2.672994e+01,6.882950e-01,1.575457e-02
9.800000e+00,1.576109e+06,2.931500e+02,2.669552e+01,6.872845e-01,1.579840e-02
9.850000e+00,1.571754e+06,2.931500e+02,2.666116e+01,6.862796e-01,1.584217e-02
